YEAR,CASENUM,WEIGHT,A_CRAINJ,A_INTER,A_RELRD,A_INTSEC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_HR,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24
2016,201600392403,60.352914784,2,2,1,1,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600392406,54.634392943,2,1,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600392444,237.21868529,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600392468,30.667844428,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600392548,203.92043571,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600392569,85.784912917,2,2,1,2,2,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600392656,75.420389355,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600392700,77.118670844,2,2,4,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600392788,16.796372542,2,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600392797,311.35827604,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600392817,266.51153396,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600392903,25.486515263,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1
2016,201600392917,141.14367599,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600392919,166.84760409,3,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600392928,131.6465576,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600392931,54.269571884,2,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600392965,56.334136621,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600392971,11.406203123,4,2,1,2,2,3,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600392977,245.08237394,3,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1
2016,201600392989,56.334136619,2,1,1,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600392993,134.13474934,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600392997,29.646968114,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600392999,51.558520066,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600393002,256.47416156,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1
2016,201600393014,155.82512995,3,2,1,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393018,166.84760408,3,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393021,152.29593342,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600393024,212.56435381,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600393025,25.486515261,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600393026,165.38782852,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393029,281.7686814,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2016,201600393030,178.80696162,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600393032,212.56435381,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393033,227.48029291,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600393034,153.99155513,3,2,1,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393046,159.43579918,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393058,140.55981136,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393061,159.43579918,3,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393063,55.566644694,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393095,151.11225533,3,2,1,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393098,55.566644694,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393111,25.486515261,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600393126,281.7686814,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600393131,141.14367598,2,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393134,168.04813784,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393137,15.362471612,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393139,132.29573767,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600393144,29.646968114,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393146,26.4658927,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600393150,212.56435381,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2016,201600393158,256.47416156,3,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393162,150.83847064,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600393170,117.75662196,2,2,4,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600393177,281.7686814,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393181,152.29593343,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393202,52.3217069,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393217,337.88349818,3,2,4,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393229,21.749182372,2,2,1,2,3,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1
2016,201600393233,60.352914784,2,2,1,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393243,25.486515261,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1
2016,201600393246,175.65917642,3,2,4,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393259,180.75733239,3,2,1,1,1,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600393267,134.13474934,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600393275,166.84760408,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393283,245.08237393,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393284,244.26650835,2,2,1,1,1,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600393287,167.23671389,3,2,1,2,2,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600393332,256.47416156,3,2,1,2,2,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2016,201600393333,244.26650835,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393339,23.983863861,4,2,4,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600393346,220.37542363,3,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393362,146.40059625,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393395,179.55833456,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393423,225.80416752,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600393431,26.363511251,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
2016,201600393440,201.69758395,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600393471,289.34145769,3,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393479,201.69758395,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393494,251.15387616,3,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600393516,60.734783264,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393526,51.558520065,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393536,31.134810805,2,2,4,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
2016,201600393547,289.34145769,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2
2016,201600393564,158.48104735,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393587,60.734783264,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393595,289.34145769,2,2,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393654,201.69758395,3,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393746,42.024510971,2,2,1,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600393757,27.206248895,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600393766,289.34145769,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393822,245.08237393,3,2,4,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600393825,146.40059625,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600393830,179.55833456,3,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393844,59.777828497,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393845,180.75733239,3,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600393867,281.76868141,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393882,29.151483101,2,2,1,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1
2016,201600393921,22.682503689,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600393924,184.95221492,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600393941,22.682503689,2,2,3,2,2,1,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600393943,152.40746246,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393959,180.75733239,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600393965,212.56435381,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393979,23.983863861,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393982,245.08237393,3,2,1,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600393991,153.99155513,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600393998,60.352914784,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394008,168.04813785,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394042,56.386255655,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600394046,266.51153396,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394048,16.780351987,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394057,29.880227277,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600394064,220.37542363,3,2,1,2,3,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394079,27.947277445,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600394080,337.88349818,3,2,4,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600394081,41.058247912,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600394104,32.084255786,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600394122,175.65917643,3,2,1,1,1,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394186,281.76868141,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394187,161.20352177,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394193,212.56435381,3,1,4,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394197,281.7686814,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394199,212.56435381,3,2,1,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600394222,281.7686814,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394257,34.4234749,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600394258,34.4234749,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600394275,258.52988708,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600394297,18.035700821,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600394307,142.24193217,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600394396,79.566028449,2,2,1,2,2,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600394465,157.33485653,3,1,3,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600394500,228.071121,3,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600394540,24.86293046,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2016,201600394541,23.869147286,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600394549,237.21868529,3,2,4,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600394552,54.269571884,2,2,4,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394579,9.2981786838,2,1,4,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600394590,131.6465576,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1
2016,201600394591,228.071121,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600394594,9.3461361723,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600394596,228.07112101,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394670,649.09825776,3,2,1,2,2,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394675,156.94148858,2,2,1,2,2,5,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600394720,432.56709633,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600394726,391.93168549,2,2,1,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394750,77.118670844,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600394857,22.258620552,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600394869,28.655740708,2,1,1,2,2,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600394881,188.76069788,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394906,47.660930494,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394909,25.945367532,4,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394915,54.550455466,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1
2016,201600394926,72.29588182,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600394999,47.660930494,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395009,162.56299465,3,2,1,2,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600395014,155.49593474,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2016,201600395016,162.56299465,3,2,1,1,1,4,1,1,3,2,1,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600395025,27.947277446,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600395056,28.152061176,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600395061,175.65917643,3,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395064,220.37542363,3,2,4,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395067,122.38376696,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600395070,169.19211958,3,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1
2016,201600395072,109.4995142,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395078,31.438996456,4,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600395081,167.9629454,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600395093,240.52222921,3,2,1,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395101,20.394378619,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600395107,336.86455902,3,2,1,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600395112,20.394378619,4,2,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600395130,240.52222921,3,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395131,336.86455901,3,1,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395132,66.129541221,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395135,66.129541222,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395137,66.129541222,2,1,1,2,2,5,1,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2
2016,201600395149,336.86455902,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600395158,177.7808586,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600395173,182.4334179,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395182,251.15387616,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395207,176.27327789,3,1,4,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395230,179.55833456,3,2,1,2,2,5,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395243,59.777828497,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395261,151.65186594,2,1,4,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395301,165.3935056,2,2,4,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600395325,179.55833456,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395328,146.40059625,3,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600395335,251.15387616,3,2,1,2,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395351,54.800812083,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395355,144.66892196,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395358,233.7714003,3,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600395360,144.66892196,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395367,158.62552866,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600395368,144.66892196,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395374,233.7714003,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395387,165.3935056,2,1,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600395398,233.77140031,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395401,80.171418288,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395402,81.904855997,2,1,4,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600395425,233.77140031,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395434,35.305047135,2,1,4,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600395452,15.362471612,2,2,4,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600395466,180.75733239,3,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395494,165.3935056,2,1,3,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1
2016,201600395506,144.7385888,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395513,28.996961107,2,1,1,2,2,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600395514,233.7714003,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395516,281.52560008,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395520,233.7714003,3,2,4,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1
2016,201600395524,144.7385888,3,1,1,2,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395528,54.800812083,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600395529,158.62552866,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395537,144.66892196,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1
2016,201600395541,58.656429205,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395542,134.13474934,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600395546,245.08237393,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395567,233.7714003,3,2,1,1,1,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600395568,180.75733239,3,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395571,18.666672723,2,1,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395587,54.989034536,2,2,1,2,2,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600395590,158.62552866,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395609,245.08237393,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395610,176.27327789,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395622,42.783007717,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600395638,54.989034536,2,2,1,1,1,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2
2016,201600395639,51.558520065,2,2,1,1,1,4,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2
2016,201600395640,233.7714003,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600395646,144.66892196,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395649,64.600211745,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600395654,158.62552866,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600395656,144.66892196,2,1,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
