YEAR,CASENUM,WEIGHT,A_CRAINJ,A_INTER,A_RELRD,A_INTSEC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_HR,A_LT,A_MC,A_SPCRA,A_PED,A_PEDAL,A_ROLL,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24
2016,201600278298,23.663296952,4,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600278388,172.87813362,3,2,4,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600278392,16.796372542,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600278487,158.48104735,2,2,1,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600278504,289.34145769,3,2,1,2,2,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600278512,201.69758395,3,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600278526,141.19819965,3,2,1,1,1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600278540,245.29470494,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600278776,60.734783264,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600278789,158.48104734,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1
2016,201600278801,27.206248895,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600278918,289.34145769,3,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600278939,60.734783264,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600278953,27.206248895,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600278975,158.48104734,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2
2016,201600279018,201.69758395,3,1,1,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279065,201.69758395,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279090,63.655798358,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279091,188.572953,3,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279101,59.777828497,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600279114,149.15450883,2,2,4,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600279119,270.98004698,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279126,270.98004698,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279132,26.746365732,2,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600279155,202.67371515,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600279160,173.27219432,3,2,4,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279175,19.389182692,2,1,3,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600279181,149.15450883,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2016,201600279188,270.98004698,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600279190,12.828158878,2,2,4,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600279191,26.746365732,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
2016,201600279196,270.98004698,3,2,1,1,1,4,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2
2016,201600279202,173.27219432,3,2,1,1,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600279267,79.566028449,2,2,1,2,2,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600279293,77.118670844,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600279330,29.880227277,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600279352,237.21868529,3,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279383,156.94148858,2,2,1,1,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600279476,54.269571884,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600279521,131.6465576,2,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279525,219.31632811,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279543,181.45161548,3,2,1,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279651,66.09692246,2,2,1,1,1,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279680,279.92677722,3,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600279682,66.096922458,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600279683,30.133508594,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600279708,169.5270971,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600279756,58.604540264,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600279771,171.75750794,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600279810,251.9163719,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600279818,42.466651178,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2
2016,201600279871,76.547979789,2,2,4,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600279952,41.033094862,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600279961,30.133508594,2,2,1,1,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600279968,181.45161549,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600279981,165.02457498,2,2,1,2,2,2,2,2,3,1,2,2,2,2,2,2,1,1,1,1,2,1,1
2016,201600279989,26.054395529,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600280031,58.604540264,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280033,251.9163719,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600280080,58.604540264,2,2,1,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280093,171.75750794,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1
2016,201600280158,248.03301928,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280270,318.7953065,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280301,63.522603584,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280302,159.05940637,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600280309,318.73419493,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600280338,295.71153456,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280357,451.82905732,3,2,4,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600280374,451.82905733,3,2,4,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600280376,84.170017101,3,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600280396,24.265591419,4,2,1,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600280399,184.91128107,3,2,1,2,3,5,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600280403,24.265591419,2,2,4,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600280430,167.83854022,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280431,143.83006419,3,2,1,1,1,4,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600280436,151.65186594,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280437,30.115169761,4,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280443,24.265591419,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280480,472.05682331,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600280481,184.91128107,3,1,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600280485,219.31632811,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600280547,90.929077141,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600280573,163.53813519,3,2,1,1,1,6,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600280575,143.31816984,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600280581,107.60543694,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280593,111.44565409,3,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280596,159.28303714,3,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280630,98.113947685,2,2,1,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600280639,90.929077141,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600280658,472.05682331,2,2,1,1,1,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600280690,38.406761585,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280702,191.62373097,2,2,1,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280707,90.929077141,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1
2016,201600280738,184.91128107,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600280749,107.60543694,2,2,4,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1
2016,201600280774,21.749182372,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600280814,64.084626586,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280880,152.29593343,3,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600280889,24.265591419,4,2,4,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600280893,277.67240294,3,2,4,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1
2016,201600280906,184.91128107,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600280909,111.44565409,3,2,1,1,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600280913,107.60543694,2,2,4,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1
2016,201600280920,11.949816872,2,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600280924,25.486515263,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1
2016,201600280933,25.486515263,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600280947,243.30759832,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600280968,25.486515263,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600280984,150.43819083,3,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600281012,142.65930779,2,2,4,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600281029,166.84760409,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281039,107.60543694,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600281065,58.656429205,2,2,1,1,1,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281066,25.609357987,2,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600281086,159.43579918,3,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600281095,30.191175973,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1
2016,201600281108,140.55981136,2,2,1,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281113,55.566644694,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281122,26.290206583,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600281128,233.52414669,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281131,184.91128107,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281152,48.936054617,2,2,1,2,2,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600281161,167.83854022,3,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1
2016,201600281164,48.936054617,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600281165,56.334136621,2,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600281169,107.60543695,2,2,1,1,1,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600281197,219.31632811,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281209,64.084626586,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600281224,153.64998972,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600281250,291.69712199,3,2,4,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281266,107.60543695,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281273,39.641977332,2,2,1,1,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600281274,48.936054617,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281281,143.31816984,2,2,1,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281284,184.91128107,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600281295,159.28303713,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
2016,201600281296,19.542819586,2,2,4,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600281359,59.046936876,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281361,172.60990566,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281377,243.30759832,3,2,1,1,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600281440,25.259470711,4,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600281571,311.35827604,3,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281593,56.334136619,2,2,4,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2
2016,201600281594,155.82512995,3,1,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600281598,39.641977332,2,2,1,2,2,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600281603,165.38782852,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1
2016,201600281604,152.29593342,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281606,261.91087866,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281662,77.118670844,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600281665,156.94148858,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281709,432.56709633,3,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281853,181.45161549,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600281868,181.45161549,3,2,1,1,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600281912,25.609357987,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600281954,248.03301928,3,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282055,279.92677722,3,2,4,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282059,181.45161548,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282075,66.09692246,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282078,30.133508594,2,2,1,1,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600282082,181.45161549,3,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282091,30.133508595,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600282096,66.096922459,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282110,282.98165465,3,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282162,32.473630896,2,2,1,1,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600282214,148.58889605,2,2,1,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1
2016,201600282227,28.044681363,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600282344,248.03301928,3,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282432,31.155552819,2,1,1,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282433,31.155552819,2,2,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
2016,201600282435,184.77858825,3,1,4,2,3,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600282436,63.522603584,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600282437,35.163605785,2,2,1,1,1,4,1,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2
2016,201600282438,159.05940637,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282440,35.163605785,2,2,4,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600282442,35.163605785,2,2,4,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600282443,35.163605785,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600282459,159.28303714,3,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282476,184.91128107,3,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282479,159.28303714,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282483,107.60543694,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282526,184.91128107,3,2,4,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600282537,35.779804134,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1
2016,201600282549,31.406947342,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600282559,18.035700821,2,2,1,2,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
2016,201600282565,161.20352177,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282566,243.24291182,3,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282568,159.28303714,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600282604,46.870520415,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282626,46.870520415,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600282642,139.46040935,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282643,107.60543694,2,1,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282650,29.632170005,4,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600282673,35.779804134,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600282703,243.24291182,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282704,58.656429203,2,2,1,1,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282717,54.634392943,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600282739,291.69712199,3,1,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282740,143.31816984,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600282743,31.406947342,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
2016,201600282763,243.30759832,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282775,172.60990566,3,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600282776,29.778863688,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600282785,111.44565409,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282790,142.65930779,2,2,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282810,184.91128107,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282827,46.504793207,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600282856,159.28303714,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282879,151.65186594,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600282896,184.91128107,3,2,4,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
2016,201600282910,66.129541221,2,2,1,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
2016,201600282914,177.7808586,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1
2016,201600282919,256.47416158,3,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282931,159.28303714,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600282964,184.91128107,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600282967,59.046936876,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600282977,150.43819083,3,2,1,2,2,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600282990,166.84760409,3,1,1,2,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600283010,107.60543694,2,2,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600283044,52.321706902,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600283047,291.69712199,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1
2016,201600283065,13.82205565,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600283068,30.115169761,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600283081,256.47416158,3,2,4,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1
2016,201600283083,24.265591419,2,1,1,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600283086,34.845354498,2,2,4,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2016,201600283098,25.486515262,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
2016,201600283104,155.49593474,2,2,1,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2016,201600283108,336.86455902,3,2,4,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2016,201600283122,167.9629454,3,2,1,2,2,5,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2016,201600283127,141.14367599,2,2,1,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
